#water_vapour=f(CIBR)=square(b0*log10(CIBR)+b1)
#CIBR=Band_in_WV/Band_out_WV
#Sentinel 2-> CIBR= Band_9/Band_8A
#WV[g/cm2]
surface_reflectance;sun_zenith;view_zenith;azimuth;ground_altitude;b0;b1
0.3;30;10;90;2.0;-2.5094668986;-0.064911229353
0.3;30;10;90;3.0;-2.61044104474;-0.0691441819428
0.3;30;10;90;4.0;-2.81876289084;-0.100233049756
0.3;30;10;125;0.0;-2.18406425085;-0.0134341962552
0.3;30;10;125;0.5;-2.17966561125;-0.000931247605303
0.3;30;10;125;1.0;-2.27054837325;-0.0178299033638
0.3;30;10;125;1.5;-2.39565228665;-0.0456208478682
0.3;30;10;125;2.0;-2.51039089197;-0.0671340422484
0.3;30;10;125;3.0;-2.60270012596;-0.070432532329
0.3;30;10;125;4.0;-2.81508154464;-0.100258834738
0.3;30;10;180;0.0;-2.15493239475;-0.00253219571803
0.3;30;10;180;0.5;-2.18438451815;-0.00343606606843
0.3;30;10;180;1.0;-2.26703689346;-0.0203185390927
0.3;30;10;180;1.5;-2.38002130238;-0.0419702548266
0.3;30;10;180;2.0;-2.51123215321;-0.0647176263692
0.3;30;10;180;3.0;-2.5999340806;-0.0705648420342
0.3;30;10;180;4.0;-2.82666192511;-0.10115451307
0.3;30;15;0;0.0;-2.1731248622;-0.0136784254449
0.3;30;15;0;0.5;-2.19412930189;-0.00878501254051
0.3;30;15;0;1.0;-2.27852477615;-0.0213222740369
0.3;30;15;0;1.5;-2.42934205836;-0.0564487638161
0.3;30;15;0;2.0;-2.51444250219;-0.0703952016826
0.3;30;15;0;3.0;-2.59819178597;-0.0705574816806
0.3;30;15;0;4.0;-2.79909326936;-0.0942665459915
0.3;30;15;45;0.0;-2.20738784624;-0.0202285235647
0.3;30;15;45;0.5;-2.19275367026;-0.00719394651773
0.3;30;15;45;1.0;-2.28229946414;-0.0275389482354
0.3;30;15;45;1.5;-2.41633825577;-0.0513852771825
0.3;30;15;45;2.0;-2.50397222219;-0.0693865202283
0.3;30;15;45;3.0;-2.61620825544;-0.0743146719827
0.3;30;15;45;4.0;-2.80875349812;-0.0978683757004
0.3;30;15;90;0.0;-2.20939431917;-0.0230810840582
0.3;30;15;90;0.5;-2.18504212656;-0.00678987988055
0.3;30;15;90;1.0;-2.25540545494;-0.01784357
0.3;30;15;90;1.5;-2.39563634857;-0.0479380815073
0.3;30;15;90;2.0;-2.49176410453;-0.0617786203288
0.3;30;15;90;3.0;-2.57355769304;-0.0624713782176
0.3;30;15;90;4.0;-2.79889364651;-0.0962362409683
0.3;30;15;125;0.0;-2.16125934315;-0.0101336542226
0.3;30;15;125;0.5;-2.17046026103;-0.000849450752738
0.3;30;15;125;1.0;-2.23746507619;-0.0122930075218
0.3;30;15;125;1.5;-2.38978065976;-0.0494982053164
0.3;30;15;125;2.0;-2.48252693515;-0.0601883177404
0.3;30;15;125;3.0;-2.57805182514;-0.0652309470217
0.3;30;15;125;4.0;-2.79442539082;-0.0936879198516
0.3;30;15;180;0.0;-2.1860340811;-0.0195736720377
0.3;30;15;180;0.5;-2.16494019777;-0.00154658963087
0.3;30;15;180;1.0;-2.23458569231;-0.0141810729407
0.3;30;15;180;1.5;-2.42274668592;-0.0572754363324
0.3;30;15;180;2.0;-2.50028763749;-0.0689304271308
0.3;30;15;180;3.0;-2.59632941572;-0.0739081178692
0.3;30;15;180;4.0;-2.80311836804;-0.0988980572514
0.3;30;20;0;0.0;-2.19524850438;-0.0226844797418
0.3;30;20;0;0.5;-2.1784853138;-0.00524198567918
0.3;30;20;0;1.0;-2.26293771816;-0.0210738206229
0.3;30;20;0;1.5;-2.38680693542;-0.0470649824829
0.3;30;20;0;2.0;-2.51129072848;-0.0720594154224
0.3;30;20;0;3.0;-2.59604631783;-0.0742032653901
0.3;30;20;0;4.0;-2.81015878332;-0.10063095814
0.3;30;20;45;0.0;-2.19541494866;-0.021991583728
0.3;30;20;45;0.5;-2.18697417064;-0.00882624439066
0.3;30;20;45;1.0;-2.24385633199;-0.0124552185023
0.3;30;20;45;1.5;-2.41807760324;-0.0590994872353
0.3;30;20;45;2.0;-2.50430262863;-0.0715355061354
0.3;30;20;45;3.0;-2.5812166339;-0.0714481788651
0.3;30;20;45;4.0;-2.78149519171;-0.0923161455547
0.3;30;20;90;0.0;-2.17355285914;-0.0181853507668
0.3;30;20;90;0.5;-2.17657589791;-0.00679659513118
0.3;30;20;90;1.0;-2.23006212391;-0.0141465548921
0.3;30;20;90;1.5;-2.41503171167;-0.0593301521744
0.3;30;20;90;2.0;-2.46707608258;-0.0607273495832
0.3;30;20;90;3.0;-2.60150240304;-0.0756578797709
0.3;30;20;90;4.0;-2.79397466264;-0.10005163795
0.3;30;20;125;0.0;-2.12379802603;-0.0046234299014
0.3;30;20;125;0.5;-2.15842982689;-0.00311986472029
0.3;30;20;125;1.0;-2.2263329353;-0.0160415268061
0.3;30;20;125;1.5;-2.40859460727;-0.0548449735448
0.3;30;20;125;2.0;-2.48154726339;-0.0668345463884
0.3;30;20;125;3.0;-2.5711856351;-0.0684002956463
0.3;30;20;125;4.0;-2.80054714566;-0.102249821131
0.3;30;20;180;0.0;-2.12483486906;-0.0029480593495
0.3;30;20;180;0.5;-2.14924155221;0.000888224504112
0.3;30;20;180;1.0;-2.21957578547;-0.0115240681179
0.3;30;20;180;1.5;-2.34865577922;-0.0384817752927
0.3;30;20;180;2.0;-2.48072041716;-0.0654897343722
0.3;30;20;180;3.0;-2.5803242864;-0.0709322065185
0.3;30;20;180;4.0;-2.78763314803;-0.100847883041
0.3;45;0;0;0.0;-2.05253623606;-0.0091139086209
0.3;45;0;0;0.5;-2.05178020379;0.00379448304926
0.3;45;0;0;1.0;-2.14768401507;-0.0180374540979
0.3;45;0;0;1.5;-2.23595390694;-0.0301622927533
0.3;45;0;0;2.0;-2.36578672408;-0.0605964400098
0.3;45;0;0;3.0;-2.43606881837;-0.0540393687815
0.3;45;0;0;4.0;-2.64400581095;-0.0864103446076
0.3;45;0;45;0.0;-2.06203985025;-0.00818550479935
0.3;45;0;45;0.5;-2.05673624409;0.0056049930818
0.3;45;0;45;1.0;-2.13334678245;-0.00977628993877
0.3;45;0;45;1.5;-2.2209768623;-0.0273696259332
0.3;45;0;45;2.0;-2.35950637831;-0.0593393438016
0.3;45;0;45;3.0;-2.43626576329;-0.0539338920975
0.3;45;0;45;4.0;-2.66055232959;-0.0914709688794
0.3;45;0;90;0.0;-2.06913462797;-0.0129803867954
0.3;45;0;90;0.5;-2.06323016167;0.000723650066788
0.3;45;0;90;1.0;-2.12409304379;-0.00983886567296
0.3;45;0;90;1.5;-2.25687026316;-0.0401825705383
0.3;45;0;90;2.0;-2.34973903215;-0.0552585224403
0.3;45;0;90;3.0;-2.45934466159;-0.0647563265147
0.3;45;0;90;4.0;-2.6676638181;-0.0932592425873
0.3;45;0;125;0.0;-2.02725973373;0.00257125231367
0.3;45;0;125;0.5;-2.05044151048;0.00283441865371
0.3;45;0;125;1.0;-2.12809142728;-0.0101147280757
0.3;45;0;125;1.5;-2.2561990791;-0.0390021976566
0.3;45;0;125;2.0;-2.35975068513;-0.0595274458239
0.3;45;0;125;3.0;-2.45130380005;-0.0600564573521
0.3;45;0;125;4.0;-2.66101720064;-0.0886586530382
0.3;45;0;180;0.0;-2.08298778787;-0.0154630693327
0.3;45;0;180;0.5;-2.05691855132;0.00503195086429
0.3;45;0;180;1.0;-2.11936492226;-0.00942221180031
0.3;45;0;180;1.5;-2.28674769428;-0.0457190488549
0.3;45;0;180;2.0;-2.35659682983;-0.0570065192918
0.3;45;0;180;3.0;-2.44058983621;-0.056906377696
0.3;45;0;180;4.0;-2.66883541006;-0.0947883779553
0.3;45;5;0;0.0;-2.0960329292;-0.0213855764948
0.3;45;5;0;0.5;-2.07069165477;0.00107331292899
0.3;45;5;0;1.0;-2.15447381598;-0.0187338029555
0.3;45;5;0;1.5;-2.27344235502;-0.0435688334706
0.3;45;5;0;2.0;-2.34950779726;-0.0563699510914
0.3;45;5;0;3.0;-2.46343004215;-0.0644811649049
0.3;45;5;0;4.0;-2.64838161715;-0.0865207568592
0.3;45;5;45;0.0;-2.05872962084;-0.00761630325434
0.3;45;5;45;0.5;-2.0680494601;0.0012156217334
0.3;45;5;45;1.0;-2.14241279669;-0.0118382973319
0.3;45;5;45;1.5;-2.30749735046;-0.0540575572072
0.3;45;5;45;2.0;-2.36098383998;-0.0571924493144
0.3;45;5;45;3.0;-2.44918759907;-0.0587896163826
0.3;45;5;45;4.0;-2.66025836314;-0.0921628328046
0.3;45;5;90;0.0;-2.02991760477;0.00155694679569
0.3;45;5;90;0.5;-2.05263525533;0.00398847447555
0.3;45;5;90;1.0;-2.13355297699;-0.00991660989912
0.3;45;5;90;1.5;-2.24716254322;-0.0353161032584
0.3;45;5;90;2.0;-2.36356777621;-0.0625483515648
0.3;45;5;90;3.0;-2.46508645305;-0.0651240754992
0.3;45;5;90;4.0;-2.66184685015;-0.0923003702281
0.3;45;5;125;0.0;-2.0369438374;-0.00044222124125
0.3;45;5;125;0.5;-2.06058831541;0.00373811779573
0.3;45;5;125;1.0;-2.13304831173;-0.0147707745517
0.3;45;5;125;1.5;-2.24100330791;-0.0341180070926
0.3;45;5;125;2.0;-2.35852277757;-0.0617432199854
0.3;45;5;125;3.0;-2.44271861856;-0.0566899448855
0.3;45;5;125;4.0;-2.65180613595;-0.0913538041571
0.3;45;5;180;0.0;-2.03432571104;-0.00128741608652
0.3;45;5;180;0.5;-2.04679219454;0.00270626767512
0.3;45;5;180;1.0;-2.14448919525;-0.0134634409632
0.3;45;5;180;1.5;-2.26428615985;-0.0425682470556
0.3;45;5;180;2.0;-2.36237663259;-0.0578610734848
0.3;45;5;180;3.0;-2.45029632515;-0.0617369678975
0.3;45;5;180;4.0;-2.65523574713;-0.0913782913488
0.3;45;10;0;0.0;-2.05806360094;-0.00774052749469
0.3;45;10;0;0.5;-2.07991812711;-0.00213138007804
0.3;45;10;0;1.0;-2.14138346048;-0.0163924076263
0.3;45;10;0;1.5;-2.27585861517;-0.045946351798
0.3;45;10;0;2.0;-2.37435630902;-0.0644933716955
0.3;45;10;0;3.0;-2.45069201316;-0.0598934524703
0.3;45;10;0;4.0;-2.66178677185;-0.0929799948492
0.3;45;10;45;0.0;-2.05409628805;-0.00781471890155
0.3;45;10;45;0.5;-2.04652066259;0.00415571275403
0.3;45;10;45;1.0;-2.1482389401;-0.0208763526906
0.3;45;10;45;1.5;-2.26700396006;-0.0434792238245
0.3;45;10;45;2.0;-2.34704113048;-0.0526050926248
0.3;45;10;45;3.0;-2.452684879;-0.0626773277154
0.3;45;10;45;4.0;-2.66382402905;-0.0974626923254
0.3;45;10;90;0.0;-2.02298461775;0.00174330998052
0.3;45;10;90;0.5;-2.06495207945;-0.00225146359653
0.3;45;10;90;1.0;-2.13035990072;-0.0140675207657
0.3;45;10;90;1.5;-2.26241381041;-0.0376989303059
0.3;45;10;90;2.0;-2.35352650502;-0.0603611289272
0.3;45;10;90;3.0;-2.43616510871;-0.0567875412571
0.3;45;10;90;4.0;-2.64693624391;-0.0876742375477
0.3;45;10;125;0.0;-2.02488062942;0.000777033386073
0.3;45;10;125;0.5;-2.03602071939;0.00412027853338
0.3;45;10;125;1.0;-2.12891779273;-0.011864118473
0.3;45;10;125;1.5;-2.28134940873;-0.0511920616748
0.3;45;10;125;2.0;-2.34892466637;-0.0594530745172
0.3;45;10;125;3.0;-2.41777887433;-0.0506421987709
0.3;45;10;125;4.0;-2.65100940044;-0.0938612925585
0.3;45;10;180;0.0;-2.02963483993;-0.00135260448396
0.3;45;10;180;0.5;-2.04948720842;0.000229941016478
0.3;45;10;180;1.0;-2.11774004575;-0.0101247994752
0.3;45;10;180;1.5;-2.24915772726;-0.0379850891257
0.3;45;10;180;2.0;-2.33747072478;-0.0516349494576
0.3;45;10;180;3.0;-2.43502873049;-0.0631034676116
0.3;45;10;180;4.0;-2.66121386846;-0.0949036821322
0.3;45;15;0;0.0;-2.06181781006;-0.0101576269457
0.3;45;15;0;0.5;-2.08342088948;-0.00801426466403
0.3;45;15;0;1.0;-2.14468521694;-0.0213255204468
0.3;45;15;0;1.5;-2.25552132256;-0.0420721257437
0.3;45;15;0;2.0;-2.36382243035;-0.063481021043
0.3;45;15;0;3.0;-2.43031506817;-0.0595010363757
0.3;45;15;0;4.0;-2.64729106933;-0.0888713514419
0.3;45;15;45;0.0;-2.04237547451;-0.00443042064959
0.3;45;15;45;0.5;-2.06302634963;-0.00363596260636
0.3;45;15;45;1.0;-2.12383803064;-0.0106709314154
0.3;45;15;45;1.5;-2.23128028605;-0.0348090490728
0.3;45;15;45;2.0;-2.35701715614;-0.0643995991904
0.3;45;15;45;3.0;-2.45947521663;-0.0702498911428
0.3;45;15;45;4.0;-2.62537724914;-0.0851446918093
0.3;45;15;90;0.0;-2.03300023554;-0.00321448085742
0.3;45;15;90;0.5;-2.0494313282;-0.00100054164989
0.3;45;15;90;1.0;-2.13543429778;-0.0162186110803
0.3;45;15;90;1.5;-2.2533968826;-0.0424000939194
0.3;45;15;90;2.0;-2.35668016442;-0.0623645580674
0.3;45;15;90;3.0;-2.4337277536;-0.0608275972415
0.3;45;15;90;4.0;-2.63813439678;-0.09012302848
0.3;45;15;125;0.0;-2.04208482522;-0.00435461285484
0.3;45;15;125;0.5;-2.04729547195;0.00337521998444
0.3;45;15;125;1.0;-2.1033911181;-0.0114073429906
0.3;45;15;125;1.5;-2.27308663791;-0.0527149376888
0.3;45;15;125;2.0;-2.34616123906;-0.0611181673507
0.3;45;15;125;3.0;-2.43256565913;-0.0601751189009
0.3;45;15;125;4.0;-2.62359583477;-0.0847530400676
0.3;45;15;180;0.0;-2.01847694014;0.00560404025912
0.3;45;15;180;0.5;-2.0248716921;0.0109210417578
0.3;45;15;180;1.0;-2.09115521403;-0.0032833790538
0.3;45;15;180;1.5;-2.21386049654;-0.0290420770848
0.3;45;15;180;2.0;-2.33701034254;-0.0571675785166
0.3;45;15;180;3.0;-2.4302898255;-0.062951920407
0.3;45;15;180;4.0;-2.6324131733;-0.0901607370792
0.3;45;20;0;0.0;-2.04443313318;-0.0035271004027
0.3;45;20;0;0.5;-2.05730269427;0.000762271358261
0.3;45;20;0;1.0;-2.14148957753;-0.0183503028062
0.3;45;20;0;1.5;-2.23407933217;-0.0370892680812
0.3;45;20;0;2.0;-2.36250402731;-0.0637760390036
0.3;45;20;0;3.0;-2.41648820807;-0.0565060744773
0.3;45;20;0;4.0;-2.64245084221;-0.0959649866874
0.3;45;20;45;0.0;-2.03196468951;-0.0047791740221
0.3;45;20;45;0.5;-2.05624506104;-0.00512026532928
0.3;45;20;45;1.0;-2.12326879817;-0.0143606745308
0.3;45;20;45;1.5;-2.25220412568;-0.0460126542954
0.3;45;20;45;2.0;-2.33960844044;-0.0586861754136
0.3;45;20;45;3.0;-2.41460202329;-0.0574533196775
0.3;45;20;45;4.0;-2.623811721;-0.0887577331261
0.3;45;20;90;0.0;-2.0429132339;-0.0120436404191
0.3;45;20;90;0.5;-2.02616066135;0.00429786618454
0.3;45;20;90;1.0;-2.10008109326;-0.0113678187577
0.3;45;20;90;1.5;-2.24679381977;-0.04663916971
0.3;45;20;90;2.0;-2.3166263272;-0.0526027616921
0.3;45;20;90;3.0;-2.41280801018;-0.0598344877485
0.3;45;20;90;4.0;-2.63310743735;-0.0942692431506
0.3;45;20;125;0.0;-2.04750966334;-0.0142343096489
0.3;45;20;125;0.5;-2.0480576603;-0.00703401838858
0.3;45;20;125;1.0;-2.08642251903;-0.00185791666073
0.3;45;20;125;1.5;-2.23133741898;-0.0359232392371
0.3;45;20;125;2.0;-2.32095703121;-0.0560155327573
0.3;45;20;125;3.0;-2.4385202732;-0.0690284221298
0.3;45;20;125;4.0;-2.63013465344;-0.0922036460184
0.3;45;20;180;0.0;-2.03237362728;-0.00889734932733
0.3;45;20;180;0.5;-2.02469244171;0.00376962337755
0.3;45;20;180;1.0;-2.11444527255;-0.0149949168814
0.3;45;20;180;1.5;-2.24059488128;-0.0437681430853
0.3;45;20;180;2.0;-2.32690531732;-0.0606266449007
0.3;45;20;180;3.0;-2.42987692375;-0.058478639626
0.3;45;20;180;4.0;-2.63255318989;-0.0949516752507
0.3;60;0;0;0.0;-1.84908815566;-0.00129434269535
0.3;60;0;0;0.5;-1.84652146283;0.0089881182934
0.3;60;0;0;1.0;-1.91277893178;-0.00569978393214
0.3;60;0;0;1.5;-2.04691418904;-0.0401816967056
0.3;60;0;0;2.0;-2.10554697804;-0.0443060238642
0.3;60;0;0;3.0;-2.17241811201;-0.0417270292701
0.3;60;0;0;4.0;-2.3588608278;-0.0744784135191
0.3;60;0;45;0.0;-1.85147000308;-0.00137862571378
0.3;60;0;45;0.5;-1.85542010519;0.00329835737617
0.3;60;0;45;1.0;-1.90192410445;-0.000424506612567
0.3;60;0;45;1.5;-2.01432742544;-0.0242767226728
0.3;60;0;45;2.0;-2.10633712989;-0.0426916962912
0.3;60;0;45;3.0;-2.17681032173;-0.0482790787076
0.3;60;0;45;4.0;-2.37387546265;-0.0772250870367
0.3;60;0;90;0.0;-1.84946499403;-0.000462798725145
0.3;60;0;90;0.5;-1.84711000513;0.00996118230784
0.3;60;0;90;1.0;-1.90601279978;-0.00200313684411
0.3;60;0;90;1.5;-2.00535904229;-0.0251713752478
0.3;60;0;90;2.0;-2.09439079572;-0.0424085462812
0.3;60;0;90;3.0;-2.18307192898;-0.0492141208111
0.3;60;0;90;4.0;-2.36434391612;-0.0770402475611
0.3;60;0;125;0.0;-1.85975648939;-0.00908029504077
0.3;60;0;125;0.5;-1.85347070973;0.0111380270583
0.3;60;0;125;1.0;-1.9076782923;0.00135600472065
0.3;60;0;125;1.5;-2.03902070657;-0.0372590545742
0.3;60;0;125;2.0;-2.11426692005;-0.05075710894
0.3;60;0;125;3.0;-2.18170775239;-0.0503649202754
0.3;60;0;125;4.0;-2.36895968934;-0.0791926632469
0.3;60;0;180;0.0;-1.84200631538;-0.0025146678988
0.3;60;0;180;0.5;-1.85530110653;0.00237748660922
0.3;60;0;180;1.0;-1.91272305526;-0.00371873999723
0.3;60;0;180;1.5;-1.99675934139;-0.0227887135221
0.3;60;0;180;2.0;-2.10372188867;-0.0431102867708
0.3;60;0;180;3.0;-2.20570512624;-0.0541753522508
0.3;60;0;180;4.0;-2.37399151694;-0.0802857932164
0.3;60;5;0;0.0;-1.86978895225;-0.00648758248763
0.3;60;5;0;0.5;-1.84451160231;0.00913799661019
0.3;60;5;0;1.0;-1.90853457483;-7.03396275249e-05
0.3;60;5;0;1.5;-2.02311035126;-0.029045741246
0.3;60;5;0;2.0;-2.11531330764;-0.0541587535981
0.3;60;5;0;3.0;-2.18353607835;-0.0492593587885
0.3;60;5;0;4.0;-2.36256752934;-0.0763540816045
0.3;60;5;45;0.0;-1.86026309091;-0.00590595972798
0.3;60;5;45;0.5;-1.84398149961;0.00878665350786
0.3;60;5;45;1.0;-1.90117123114;0.000958696481015
0.3;60;5;45;1.5;-2.00657304846;-0.0205657393472
0.3;60;5;45;2.0;-2.1044812679;-0.0483249970186
0.3;60;5;45;3.0;-2.17161554675;-0.0439721439364
0.3;60;5;45;4.0;-2.35484562008;-0.071718919957
0.3;60;5;90;0.0;-1.82665165244;0.00680396723752
0.3;60;5;90;0.5;-1.83929374668;0.0150865618557
0.3;60;5;90;1.0;-1.90270799455;0.00114435413624
0.3;60;5;90;1.5;-2.02761810348;-0.0342782309352
0.3;60;5;90;2.0;-2.10898406703;-0.0488124777885
0.3;60;5;90;3.0;-2.17961091204;-0.0426292938244
0.3;60;5;90;4.0;-2.35954490819;-0.0724656676269
0.3;60;5;125;0.0;-1.84402388738;0.000781786273087
0.3;60;5;125;0.5;-1.85018418797;0.0111659592063
0.3;60;5;125;1.0;-1.90675129961;-0.00123064017365
0.3;60;5;125;1.5;-2.03060146496;-0.0329470571972
0.3;60;5;125;2.0;-2.0998520027;-0.0422750869603
0.3;60;5;125;3.0;-2.15868254894;-0.0410851528108
0.3;60;5;125;4.0;-2.34756576952;-0.0714288705084
0.3;60;5;180;0.0;-1.83196337369;0.00336568509685
0.3;60;5;180;0.5;-1.8566832422;0.0059913377094
0.3;60;5;180;1.0;-1.90576184942;-0.00263418131937
0.3;60;5;180;1.5;-2.02383941007;-0.0326247347145
0.3;60;5;180;2.0;-2.10631041193;-0.0500266186131
0.3;60;5;180;3.0;-2.16575396432;-0.0390314391792
0.3;60;5;180;4.0;-2.35364601921;-0.0714423699397
0.3;60;10;0;0.0;-1.83997481807;0.00484132756831
0.3;60;10;0;0.5;-1.85213814981;0.0125751193908
0.3;60;10;0;1.0;-1.91484848315;-0.00170734979547
0.3;60;10;0;1.5;-2.02208539492;-0.031019043096
0.3;60;10;0;2.0;-2.1073767347;-0.0503920902357
0.3;60;10;0;3.0;-2.18338258112;-0.0484549624561
0.3;60;10;0;4.0;-2.3489928133;-0.0710261630643
0.3;60;10;45;0.0;-1.84741819608;-0.00686021027719
0.3;60;10;45;0.5;-1.84580399686;0.00922500857667
0.3;60;10;45;1.0;-1.89657815373;0.00232294745678
0.3;60;10;45;1.5;-2.01698607527;-0.0277751914518
0.3;60;10;45;2.0;-2.09108901933;-0.0419438299239
0.3;60;10;45;3.0;-2.16355534554;-0.0426178597551
0.3;60;10;45;4.0;-2.35611269374;-0.0728363558403
0.3;60;10;90;0.0;-1.8726454312;-0.0121214146053
0.3;60;10;90;0.5;-1.84412315191;0.0137863447195
0.3;60;10;90;1.0;-1.90445125269;-0.00337571908213
0.3;60;10;90;1.5;-2.02070331706;-0.0275950585922
0.3;60;10;90;2.0;-2.09751654608;-0.0472786143839
0.3;60;10;90;3.0;-2.18867512686;-0.0539565003962
0.3;60;10;90;4.0;-2.35025753581;-0.0719853885302
0.3;60;10;125;0.0;-1.83400579817;0.00265034461408
0.3;60;10;125;0.5;-1.83719339567;0.0134603230115
0.3;60;10;125;1.0;-1.9088277212;-0.00590480564506
0.3;60;10;125;1.5;-1.98887770082;-0.0221171344142
0.3;60;10;125;2.0;-2.10286818966;-0.04988362187
0.3;60;10;125;3.0;-2.17754438489;-0.047420802951
0.3;60;10;125;4.0;-2.35927744955;-0.0718717724759
0.3;60;10;180;0.0;-1.8413072268;-0.00228339110486
0.3;60;10;180;0.5;-1.83630893928;0.0142140139205
0.3;60;10;180;1.0;-1.91127483335;-0.00756876874711
0.3;60;10;180;1.5;-2.02029597606;-0.0321075474397
0.3;60;10;180;2.0;-2.09640838943;-0.0446907147427
0.3;60;10;180;3.0;-2.18712612845;-0.0497047229346
0.3;60;10;180;4.0;-2.34108626919;-0.0718586979372
0.3;60;15;0;0.0;-1.88506776226;-0.0145323255805
0.3;60;15;0;0.5;-1.86088963709;0.00439135464081
0.3;60;15;0;1.0;-1.91839887346;-0.0104092059906
0.3;60;15;0;1.5;-2.03513309359;-0.038516709485
0.3;60;15;0;2.0;-2.09710823247;-0.0466894538648
0.3;60;15;0;3.0;-2.19134624784;-0.0497977598723
0.3;60;15;0;4.0;-2.35040243134;-0.069049874943
0.3;60;15;45;0.0;-1.86388350742;-0.0100221357684
0.3;60;15;45;0.5;-1.8573081726;0.00187695136164
0.3;60;15;45;1.0;-1.90999193726;-0.00464851428925
0.3;60;15;45;1.5;-2.01397957762;-0.0310613427694
0.3;60;15;45;2.0;-2.09603349383;-0.0477519191234
0.3;60;15;45;3.0;-2.17272170114;-0.045322172056
0.3;60;15;45;4.0;-2.35726800348;-0.0774751355325
0.3;60;15;90;0.0;-1.86133851367;-0.00715313180693
0.3;60;15;90;0.5;-1.85219477851;0.00337162151367
0.3;60;15;90;1.0;-1.89840238381;-0.00380120864075
0.3;60;15;90;1.5;-2.0031161275;-0.0288159124045
0.3;60;15;90;2.0;-2.09278030498;-0.0454588296041
0.3;60;15;90;3.0;-2.16748767238;-0.0457655168238
0.3;60;15;90;4.0;-2.35782746136;-0.0786500277249
0.3;60;15;125;0.0;-1.82166106128;0.00771835615949
0.3;60;15;125;0.5;-1.83295740574;0.00910701840885
0.3;60;15;125;1.0;-1.89368432328;-0.00445287738678
0.3;60;15;125;1.5;-2.00851225291;-0.0318882168091
0.3;60;15;125;2.0;-2.0871678099;-0.0434283984167
0.3;60;15;125;3.0;-2.16307629422;-0.044726114189
0.3;60;15;125;4.0;-2.35150266798;-0.0741123184609
0.3;60;15;180;0.0;-1.84542439362;-0.00297699670736
0.3;60;15;180;0.5;-1.8671200348;0.00172594793472
0.3;60;15;180;1.0;-1.9088378137;-0.00712216292295
0.3;60;15;180;1.5;-2.01027637115;-0.0332721449255
0.3;60;15;180;2.0;-2.08248331458;-0.040709336939
0.3;60;15;180;3.0;-2.16539197953;-0.0494298361731
0.3;60;15;180;4.0;-2.34539202483;-0.0764147706911
0.3;60;20;0;0.0;-1.88164177411;-0.0110080302357
0.3;60;20;0;0.5;-1.86669406022;-0.00136347400821
0.3;60;20;0;1.0;-1.93023557717;-0.0119321376255
0.3;60;20;0;1.5;-2.03321944076;-0.0402686263414
0.3;60;20;0;2.0;-2.08396305936;-0.0423620030449
0.3;60;20;0;3.0;-2.17557457553;-0.0507181261183
0.3;60;20;0;4.0;-2.33994906126;-0.0708074639297
0.3;60;20;45;0.0;-1.85520183398;-0.00858009575237
0.3;60;20;45;0.5;-1.85384782632;0.00247539812763
0.3;60;20;45;1.0;-1.91960536369;-0.010063241514
0.3;60;20;45;1.5;-2.03449287789;-0.0401450201101
0.3;60;20;45;2.0;-2.09239876191;-0.0481975215609
0.3;60;20;45;3.0;-2.1522182446;-0.041317710487
0.3;60;20;45;4.0;-2.34985252766;-0.0759428781674
0.3;60;20;90;0.0;-1.83426339607;0.000110190673762
0.3;60;20;90;0.5;-1.83101556116;0.00724528503441
0.3;60;20;90;1.0;-1.89541889134;-0.00378219566939
0.3;60;20;90;1.5;-2.01113359888;-0.0346307762865
0.3;60;20;90;2.0;-2.09096671059;-0.0500873220661
0.3;60;20;90;3.0;-2.14811711889;-0.0428088309543
0.3;60;20;90;4.0;-2.35020043046;-0.0784379390316
0.3;60;20;125;0.0;-1.85417782738;-0.00668178542244
0.3;60;20;125;0.5;-1.83339771426;0.0106011118492
0.3;60;20;125;1.0;-1.88779638271;-0.000721207223395
0.3;60;20;125;1.5;-2.00969330053;-0.0327579389749
0.3;60;20;125;2.0;-2.09221774854;-0.051167241456
0.3;60;20;125;3.0;-2.16572116384;-0.05263748255
0.3;60;20;125;4.0;-2.34979821005;-0.0800057829785
0.3;60;20;180;0.0;-1.85438265514;-0.00825648800556
0.3;60;20;180;0.5;-1.82978959756;0.00774801922179
0.3;60;20;180;1.0;-1.89808953124;-0.00246458832554
0.3;60;20;180;1.5;-2.00400926127;-0.0291765420182
0.3;60;20;180;2.0;-2.08114303267;-0.0466381089524
0.3;60;20;180;3.0;-2.17528077863;-0.051798624108
0.3;60;20;180;4.0;-2.33408568519;-0.0753647819818
0.4;0;0;0;0.0;-2.24188486008;-0.0056626141094
0.4;0;0;0;0.5;-2.28296670237;-0.00587284516905
0.4;0;0;0;1.0;-2.3481554207;-0.0148680290627
0.4;0;0;0;1.5;-2.47123279383;-0.0408082098003
0.4;0;0;0;2.0;-2.63331216911;-0.0757468778752
0.4;0;0;0;3.0;-2.74145495671;-0.0801668033362
0.4;0;0;0;4.0;-2.94844402166;-0.104402180644
0.4;0;0;45;0.0;-2.29075185392;-0.0197620571619
0.4;0;0;45;0.5;-2.28580335765;-0.00886217091702
0.4;0;0;45;1.0;-2.37015509033;-0.023330229192
0.4;0;0;45;1.5;-2.51255455547;-0.0530504447264
0.4;0;0;45;2.0;-2.62882226466;-0.0724279075672
0.4;0;0;45;3.0;-2.72899263747;-0.0768559298999
